timestamp,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,satellites_used,battery_remaining,gps_lat_variance,gps_lon_variance,gps_window_filled
1783662746.4004986,28.84897,-65.16802,-50.002758,2.809937,-4.1810336,0.0033816055,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662746.5005333,29.135506,-65.60251,-50.00105,2.8065777,-4.1808248,0.0021051178,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662746.6007721,29.39937,-66.00421,-49.998875,2.8031034,-4.181294,0.00059168274,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662746.7005386,29.684244,-66.439575,-49.99676,2.7987096,-4.1819496,-0.0016292345,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662746.8004503,29.94623,-66.84159,-49.995567,2.7947032,-4.1827483,-0.004181609,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662746.9004123,30.229677,-67.2769,-49.99472,2.7912037,-4.183518,-0.006222347,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662747.0004628,30.491673,-67.67918,-49.993916,2.7891507,-4.18449,-0.007147777,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662747.100702,30.776001,-68.11541,-49.993217,2.788334,-4.185689,-0.008399982,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662747.2005832,31.038824,-68.51835,-49.993057,2.7886062,-4.1868596,-0.009529245,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662747.3003573,31.324505,-68.95491,-49.993553,2.789752,-4.1873918,-0.010234937,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662747.4005463,31.589027,-69.35815,-49.993793,2.7912884,-4.187483,-0.009984301,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662747.500793,31.875896,-69.79518,-49.99368,2.792815,-4.187559,-0.009684387,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662747.6007025,32.140965,-70.198746,-49.993317,2.794184,-4.1875157,-0.0094371345,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662747.7005947,32.428516,-70.63576,-49.99287,2.7954342,-4.1874228,-0.009646863,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662747.8005385,32.693443,-71.038445,-49.993137,2.7954211,-4.18656,-0.010089123,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
1783662747.9005117,32.980152,-71.47368,-49.994137,2.7947125,-4.184798,-0.010208708,10,0.5000267028808594,2.0194839173657902e-28,1.262177448353619e-29,1
